"","text","age","gender"
"93","Pandemioiden torjumisen hinta etukäteen on selvästi halvempi, kuin se on jälkikäteen. Sama asia pätee muun muassa ilmastonmuutokseen ja mielenterveyspalveluihin, joita itsekin yritän korjata jos valtuustoon pääsen.
#ilmastonmuutos #luontokato #mielenterveys #terapiatakuu #tampere https://t.co/IluRBgrfwi","30-39","male"
"94","&gt; Mielenterveysjärjestöt julistavat ympäristöhätätilan 16.3. Helsingin Lapinlahden Lähteellä. Ilmastokriisi ja luonnon monimuotoisuuden romahtaminen uhkaavat merkittävästi myös mielenterveyttä.

#ilmastonmuutos #mielenterveys #hätätila 

https://t.co/HC7wwaMP40",">=40","male"
"95","@Ellen_Ojala Kohtalonkysymykset on monimuotoisuus, ihmisten terveys ja maapallon muut varannot. Ilmastonmuutos on toki keskeinen ajuri, mutta muitakin on paljon. Esim. mehiläismyrkyt, avohakkuut, ja edelleen vanha kunnon rehevöityminen",">=40","male"
"96","Suksikaa ulos - ei oo kisa-, eikä vaalihuolia. Palkinnoksi saa avaraa luontoa ja mieltä, vaikka haisiskin terveydeksi hieltä. Tä? #hiihto #vaalit #luonto #ympäristö #henkinen #ilmastonmuutos #hiki #karpalo #terveys #liikunta #ulkoilu #Suomi #tuuletus #kaikkivoittaa #valoakohti https://t.co/ZPFB4nEP94",">=40","male"
"97","@Miila1 Meillä on tässä nyt ilmastonmuutos, pandemia, mielenterveyskriisi, kouluväkivalta, nuorten pahoinvointi jne...
Ainut mistä nousee kunnon haloo on kuntavaalien siirtyminen parilla kuukaudella 🙄",">=40","female"
"98","Halvalla lihalla on hintansa. 
Suomi on koukussa halpaan lihaan. Siitä kärsivät lihantuottajat, kuluttajat ja ilmasto

https://t.co/feq8SiIH1e

#ruoka #terveys #suomi #ilmastonmuutos",">=40","male"
"99","Sitä miettii miten ilmastonmuutos voitetaan, jos koronakriisin voittaminen on näin vaikeaa. 

#ilmastonmuutos #terveys #talous #turvallisuus #politiikka  https://t.co/gfxWDyyFgh",">=40","male"
"100","#lihanloppu ”Suomi on koukussa halpaan lihaan vaikka terveys, lihantuottajat ja ilmasto kärsivät” https://t.co/2CmSr9I52X #uutisvahti #ilmastonmuutos","30-39","female"
"101","Myös vuonna 2020 startanneessa Ilmastonmuutos ja terveys #CLIHE -akatemiaohjelmassa tutkitaan ilmastonmuutoksesta ja sen hillintätoimista johtuvia vaikutuksia ihmisen terveyteen ja hyvinvointiin. Tutustu ohjelmaan 👇  https://t.co/GTptu1mlyZ @AKA_ohjelmat 3/3",">=40","male"
"102","@ir_rkp Kuinka paljon mielenterveysongelmia synnytetään näillä itse luoduilla kriiseillä? Ilmastonmuutos, virus, ja pakolais. Kaikki ne ovat vain aseita ja työkaluja NWO agendan edistämiseksi. Miksi persut eivät uskalla puhua tosiasioista?",">=40","male"
"103","#Mielenterveysjärjestöt julistivat tänään ympäristöhätätilan. @Sulattamo mukana! #Ilmastokriisi ja luonnon monimuotoisuuden romahtaminen ovat merkittäviä uhkia mielenterveydelle. #mielenterveys #ilmastonmuutos #järjestötyhdessä Vetoamme hallitukseen! #päättäjät #hallitus https://t.co/7SyddQDo1U","<=18","male"
"104","2/2 vihervasemmistolaisia selviytymään #mielenterveys'ongelmansa eli #ilmastokriisi'n kanssa. Seuraavaksi @GretaThunberg apuun?

#ilmastonmuutos @mielenterveys @nyyti_ry @yministerio @vihreat @demarit @persut https://t.co/SwPln4A85N",">=40","male"
"105","Mielenterveysjärjestöt ovat tunnistaneet ongelman ja pyrkivät auttamaan vaikeiden ympäristötunteiden kanssa kamppailevia. Ilmastoahdistus ei ole sairaus. Se on ymmärrettävä seuraus niistä vaikeista tunteista, joita ilmastonmuutos ja luontokato meissä herättää. 6/n",">=40","female"
"106","Nyt on tarjolla #mytech virtuaalivierailut kolmeen teknologiayritykseen ja tekniikan alan korkeakouluun! Ilmoita luokkasi https://t.co/5mPwDBe1vj ! 
Teemoina 
👉Tulevaisuuden elinympäristöt
👉Terveys ja hyvinvointi 
👉Kiertotalous ja ilmastonmuutos https://t.co/XVlmhWfYFu",">=40","female"
"107","Ruuan tulevaisuus. Kumpi muuttuu ruuan tuotanto vai syömistottumukset? Osaatko ennustaa?
https://t.co/y2CkDszjBm
#ympäristö #ilmastonmuutos #Ruoka #hinku #terveys #kuntavaalit2021",">=40","male"
"108","""Jotta tämä potentiaali voidaan hyödyntää, tulee työterveyshuollon ammattilaisten ymmärrystä ilmastonmuutoksen työterveys-, työkyky- ja työturvallisuusvaikutuksista lisätä koulutuksen ja tutkimuksen keinoin. Ilmastoteko on myös työkykyteko."" #ilmastonmuutos #työkyky https://t.co/ocEvutvHV3",">=40","male"
"109","Työterveyshuollolla on hyvät mahdollisuudet auttaa työntekijöitä ja työpaikkoja sopeutumaan ilmastonmuutoksen vaikutuksiin. Se voi myös osaltaan edistää ilmastotietoisuutta, kirjoittaa @KangasPauliina @tyoterveys 👍 #ilmastonmuutos #terveys https://t.co/h1l0D0K7Bz",">=40","female"
"110","Lämpökuormitus, liukastumistapaturmat, kaamosoireilu... Ilmastonmuutos vaikuttaa monella tapaa työturvallisuuteen ja työkykyyn. Miten työterveyshuolto voi tukea työpaikkoja ja työntekijöitä? 

#ilmastonmuutos #tulevaisuus #työterveys
https://t.co/1i9zosLqIA",">=40","male"
"111","Työterveyshuolto voi osaltaan edistää ilmastotietoisuutta. #työterveyshuolto #ilmastonmuutos #lääkärilehti https://t.co/vSpcFQbVcD","<=18","male"
"112","Haemme korkeakouluharjoittelijaa @justfood_stn -hankkeeseen @THLorg: ks. https://t.co/9KolfXMqPP #rekry #sosiologia #ilmastonmuutos #ravitsemus #eriarvoisuus #sosiaalipolitiikka #terveystiede",">=40","female"
"113","Savuton Suomi on tärkeä tavoite, koska mm. #terveys  #ihmisoikeudet #lapsityövoima #ilmastonmuutos. https://t.co/Cn0syVkAhC","30-39","male"
"114","Tuuppaan kevväämmällä itseni 🚴‍♂️”työmatkapyöräilijäksi”, vaikka noinniiku varsinaista työmatkaa ei edelleenkään ole näin etätöitä puskiessa. Saatan aamuisin pyörähtää puutarhatöiden 🌼🌷kautta töihin. Varhainen kevätkukkuja, niin onnistuu. #ilmastonmuutos #terveys #tyoehyvinvointi https://t.co/aZ6NroDGsy",">=40","female"
"115","Ahdistaako ympäristökriisi?

Osallistu #Hätähuuto-haasteeseen, jossa käsittelet ympäristötunteitasi huutaen!

Kuvaa video jossakin turvallisessa paikassa, kuten metsässä tai meren rannalla.

Käytä #ympäristötunteet ja jaa somessa!

#mielenterveys #ilmastonmuutos https://t.co/zHHTVZsHiR","30-39","male"
"116","#Tiedonsilta sarjassa esitellään #Työsuojelurahasto'n tieteellisen asiantuntijaryhmän jäsenet. Sarjan kuudes haastateltava on FT, dosentti Tiina Ikäheimo @UniOulu. #työterveys #ympäristöterveys #ilmastonmuutos #työelämä https://t.co/Qi4mOCl4D4",">=40","male"
"117","#Kansanterveys hyötyy #ilmastonmuutos torjunnasta. Miljoonia ihmishenkiä voisi säästyä globaalisti vuosittain, kun vähennämme ilmansaasteita, muutamme #ruokavaliot terveellisemmäksi sekä lisäämme fyysistä aktiivisuutta. https://t.co/bHL7Y82ld2",">=40","female"
"118","YMPÄRISTÖ- JA TERVEYSUHKA: EI ENÄÄ KASVUA

https://t.co/3ORfX9R8VO

@FFFSuomi @GreenpeaceSuomi #ClimateStrikeOnline #ilmastonmuutos @MarinSanna @luonnonsuojelu #luonto #korona #rokotus #eduskunta 
#liikennemelu #ilmanlaatu #saaste #terveys #HelsinkiHealth #moottoriliikenne","<=18","male"
"119","#Ilmastonmuutos lisää ihmisten terveysongelmia. Nyt jo liukastumiset ja eläinvälitteiset taudit lisääntyvät. https://t.co/8yxmNN0Qav","19-29","male"
"120","Elämme aikoja, jolloin hirvittävää #ilmastonmuutos'ta aiheuttava #CO2 pitää saada vähemmäksi ilmakehästä vaikka verottamalla (sic!) ja samaan aikaan ihmiset pakotetaan hengittämään omaa CO2-pitoista uloshengitysilmaansa perusoikeuksiensa menettämisen uhalla. #Terveys, siitä viis!",">=40","male"
"121","Talotekniikka-Treffit käynnissä: Ilmastonmuutos, kestävä kehitys, energia, terveys, turvallisuus. Paineita talotekniikan kehittämiseen on monelta suunnalta alustaa Cervin toimitusjohtaja Petri Valve #ilmanvaihto #sisäilma #talotekniikka @LVI_TU https://t.co/gLurGIPWH1","30-39","male"
"122","@jlehtira @tyoterveys @ArjaAlaLauri Kyllä tänne on ihan loputtomiin haluajia jo Afrikan väestöräjähdyksen takia. Ei siinä todelliset tai kuvitellut ilmastonmuutokset paljon paina.

Koko ilmastonmuutos on muuten täysin perspäinen termi. Ilmasto on muuttunut aina. Uusi jääkausi tulee myös joskus.",">=40","male"
"123","@juhoputkonen Salille, ryhmäliikuntaan menisin, jos vaan tunneille mahtuisi. + Museoon ja sitten johonkin kivaan vegaanisia tuotteita tarjoavaan ravintolaan tai kahvilaan. #kulttuuri #terveys #lähipalvelut #ilmastonmuutos",">=40","female"
"124","@PasiPulliainen @sarvipuu @tyoterveys @ArjaAlaLauri Ainoa ilmastonmuutos jonka ole vuosien aikana työpaikalla huomannut on liittynyt vuodenaikoihin ja hernekeittopäiviin.",">=40","male"
"125","Lasse lehtinen: Lopetan eläinten syömisen sinä päivänä kun eläimet lopettavat syömästä toisiaan
#liha #ilmastonmuutos #FridaysForFuture #terveys

https://t.co/tWz6qbcNda",">=40","male"
"126","@tyoterveys @ArjaAlaLauri Ilmastonmuutos, Joopa joo... Tyhmyys on vaarallisempaa, kuten hiilidioksidin poisto kasvien yhteyttämisestä fotosynteesi",">=40","male"
"127","@IsmoKoskela Iso osa suomalaisista syö aivan liikaa punaista lihaa (sekä ilmastonmuutos- että terveysnäkökulmasta katsottuna) ja turhanpäiväistä yksityisautoilua harjoitetaan Suomessa vaikka kuinka paljon. Olisiko ihmisillä täällä parempia ehdotuksia näiden vähentämiseksi?",">=40","male"
"128","@tyoterveys @ArjaAlaLauri Mikä ilmastonmuutos? Kun elää riittävän kauan tietää säät vaihtelevat eri vuosina, ilmastohysteria on turhaa. Pohjoismaat ovat maailman puhtaimpia, hysteriaa levitetään väärässä paikassa..Kiina, Intia..siellä se suunta on hopi hopi.",">=40","male"
"129","@tyoterveys @ArjaAlaLauri Ilmastonmuutos=kusetusta jo 70-luvulta saakka. Nimet vain vaihtuvat .🥴🤡",">=40","male"
"130","@tyoterveys @ArjaAlaLauri Polttoaineen hinnan korottaminen perusteltuna ilmastonmuutoksella vaikuttaa henkiseen jaksamiseen. Palkat eivät nouse polttoaineen korotuksien perässä ja työ muuttuu entistä kannattamattomaksi kun työmatka on ja pysyy samana. Tämän takia  ilmastonmuutos koetaan negatiivisenä.",">=40","male"
"131","Davosin foorumin kulisseissa Yle Areenassa: https://t.co/0dzUWnHEE4 #yleareena
Vaikka olemme terveyspandemian keskellä. Emme voi unohtaa maailman tilaa ja tulevaisuutta, joka vaatii meiltä kaikilta isoja muutoksia. Koko systeemi pitää muuttua, ei pelkästään torjua ilmastonmuutos.",">=40","male"
"132","Tupakka vahingoittaa terveyttä ja ympäristöä. Savuton Suomi on terveysteko ja ympäristöteko. 💚 #savutonsuomi #nikotiinitonsuomi #terveys #ympäristö #vesistöt #tupakantumppi #ilmastonmuutos #jäte #roska https://t.co/6bv6Qg7bEt","19-29","male"
"133","Hyvä, että joku uskaltaa puhua tästä ja tehdä tällaista laajemman näkökulman vertailua, nyt kun kaikki huomio on pelkästään koronaviruksessa.👍🏼

#ympäristö #ilmastonmuutos #maapallo #liikenne #sisäilma #terveys #climatechange https://t.co/3uacuIbelp",">=40","male"
"134","@takaakishair @161Dimi @TurtiainenAno Ei tarvinu ku käydä sun seinällä ni huomas että oot yks näistä trans mielenterveyspotilaista 😁 sydäntä lähellä trans asiat, ilmastonmuutos ja tasa-arvo 🙊🙊🙊🤡🤡",">=40","male"
"135","”Lääkärit kampanjoivat, koska ilmaston lämpeneminen ja monimuotoisuuden köyhtyminen lisäävät ihmisten terveysongelmia. Esimerkiksi hyttysten levittämät taudit leviävät pohjoisemmaksi ja punkkien levittämän borrelioosin esiintymisalue Suomessa laajenee.”
#ilmastonmuutos #climate https://t.co/kHWNeGTNoJ",">=40","female"
"136","#SOSTEtalk: ”Mitä on ilmastonmuutokseen sopeutuminen sosiaali- ja terveysalalla?” pohditaan tiistaina. Puhujina Virpi Kollanus @THLorg, Annukka Kokkonen Helsingin kaupunki ja Aki Pihlaja @PunainenRisti. https://t.co/Pt0fLoDKfR #ilmastonmuutos #sote #järjestöt",">=40","male"
"137","Nuorien huonoon mielenterveystilanteeseen on varmasti useita syitä. Korona-aika tuskin on auttanut asiaa, saati niskaan hengittävä ilmastonmuutos ja talouden epävarmuus.  https://t.co/Om0tKyykUN",">=40","female"
"138","""Vakavat mielenterveyden häiriöt eivät ole lisääntyneet, mutta mielenterveyshäiriöiden aiheuttama palvelutarve on muuttunut. Mm. digitalisaatio, some-maailman haasteet, työelämän murros, ilmastonmuutos ja elämän nopeatahtisuus haastavat ihmisten jaksamista. #työkyky #MIELI https://t.co/ZMvkh7Jl4C",">=40","male"
"139","#Ilmastonmuutos ei katoa, vaikka olisi millaiset läpät silmillä. Ilmastokriisi on terveyskriisi, kuten lääkärijärjestöjen #ilmastohätätila totesi, Lapissa ja kaikkialla. Mieluummin silmät auki ja toimintaa.
Kiitos kirjoituksesta, @rikurantala! https://t.co/IecasOGzJV",">=40","female"
"140","Foorumi on järjestetty tärkeimpien keskustelunaiheiden ympärille, joita ovat muun muassa ilmastonmuutos ja ympäristö, terveys, sosiaalinen oikeudenmukaisuus ja työllisyys ja EU:n rooli maailmassa. Lue tarkemmin: https://t.co/QLOmoPD8bX #SinunTulevaisuutesi #EuroopanTulevaisuus","30-39","male"
"141","On kirjailijana hienoa tehdä yhteistyötä #ilmastonmuutos ta vastaan kamppailevan Ympäristökustannus Oyn (@YTerveyslehti ) kanssa.Yritys hyvitti vuoden 2020 hiilidioksidipäästöjään ostamalla @ilmastokummit kautta istutettavia puita.Puut on istutettu Pieksämäelle. #kestäväkehitys https://t.co/TrKrleCfiK","30-39","female"
"142","Työterveyslaitoksen skenaarioraportin mukaan #ilmastonmuutos on yksi tärkeimmistä muutosvoimista, jotka vaikuttavat työelämäämme 2030-luvulla. Meidän tulee toimia nyt pahimman #ilmastokriisi'n välttämiseksi sekä varautua ilmastonmuutoksen vaikutuksiin. https://t.co/fnZGmF8BkI",">=40","male"
"143","Ilmastoteko on myös työkykyteko. Ovatko työterveyshuollot ja työpaikat valmiina? 
#ilmastonmuutos #työterveys #HyvinvointiaTyöstä2030

https://t.co/77r7pAciTR","30-39","female"
"144","Puheenvuoro: Ilmastonmuutos on myös työterveysasia https://t.co/EgpePYBFzc #Ilmastonmuutos #Työelämä #Työterveys @Vastuullisuus",">=40","male"
"145","Tänään Turun Sanomien Aliossa @KangasPauliina @tyoterveys kertoo ilmastonmuutoksen olevan myös työterveysasia.

#HyvinvointiaTyöstä2030 #ilmastonmuutos #työterveys https://t.co/BNJ9YIE4j1",">=40","female"
"146","Suomessa nuorten aikuisten ilmastoahdistuksella voimakkain yhteys mielenterveyteen     https://t.co/HF4S7FOVrp #Ilmastoahdistus #Nuoriaikuinen #Mielenterveys #Ilmastonmuutos @helsinkiuni @Vastuullisuus",">=40","male"
"147","""Sillä, kuinka paljon ikkunasta näkyy vihreää, on vaikutusta mielenterveyteen."" Kävimme etsimässä elonkirjoa Tampereen keskustassa. #elonkirjo #ilmastonmuutos #kestävätampere #tampere #tammerkoski #luontopolku #mielenterveys #vieraslajit https://t.co/ds8rVKVibZ",">=40","male"
"148","Suomessa  nuorten  aikuisten  ilmastoahdistuksella voimakkain yhteys mielenterveyteen https://t.co/HF4S7FOVrp #Ilmastoahdistus #Nuoriaikuinen #Mielenterveys #Ilmastonmuutos @helsinkiuni @Vastuullisuus",">=40","male"
"149","Suomessa nuorten aikuisten ilmastoahdistuksella voimakkain yhteys  mielenterveyteen  https://t.co/HF4S7FOVrp #Ilmastoahdistus #Nuoriaikuinen #Mielenterveys #Ilmastonmuutos @helsinkiuni @Vastuullisuus",">=40","male"
"150","Suomessa nuorten aikuisten ilmastoahdistuksella voimakkain yhteys mielenterveyteen  
 https://t.co/HF4S7FOVrp #Ilmastoahdistus #Nuoriaikuinen #Mielenterveys #Ilmastonmuutos @helsinkiuni @Vastuullisuus",">=40","male"
"151","Suomessa nuoret aikuiset ottavat ilmastokysymykset erittäin vakavasti. Samalla monet nuoret voivat huonosti ja se heijastuu myös  ilmastoahdistuksena. #HelsinkiSustainability #ilmastonmuutos #ilmastoahdistus #mielenterveys https://t.co/mAkRHSxxWc",">=40","male"
"152","Suomessa nuorten aikuisten ilmastoahdistuksella voimakkain yhteys mielenterveyteen https://t.co/HF4S7FOVrp #Ilmastoahdistus #Nuoriaikuinen #Mielenterveys #Ilmastonmuutos @helsinkiuni @Vastuullisuus",">=40","male"
"153","Tuore tutkimus selvittää, miten negatiiviset ilmastoon liittyvät tunteet liittyvät nuorten uneen ja mielenterveyteen. Suomessa ilmastoahdistuksen yhteys mielenterveyteen oli voimakkainta kaikkien 25 maan vertailussa. #mielenterveys #ilmastonmuutos  https://t.co/W5zbcmllIE",">=40","male"
"154","@HautajarviH Kiitos @HautajarviH! #Ilmastonmuutos ja ihmisten #terveys &amp; #hyvinvointi etusijalle rakentamisessa! Inhimillisyys takaisin. @ymparistopuolue en tavoitteiden ytimessä!
#helsinki #espoo #vantaa #tampere #turku #arkkitehtuuri #kauneus #MRL #kaavoitus #korkearakentaminen #vaalit",">=40","male"
"155","Nykyisen #kaupunkisuunnittelu'n ihannoima korkea ja liian tiivis #rakentaminen kiihdyttää #ilmastonmuutos'ta ja lisää #sähkönkulutus'ta. Tässä pohdittavaa myös @Tamperekaupunki'lle:  https://t.co/6070ngEIXA #Tampere #ilmasto #eko #Pirkanmaa #terveys #hyvinvointi #kestävyys #elämä",">=40","female"
"156","@HautajarviH Kiitos kirjoituksesta @HautajarviH! Toivottavasti saadaan vihdoin rakentamisessa ja kaavoituksessa #ilmastonmuutos ja ihmisten #terveys ja #hyvinvointi etusijalle! Ollaan @ymparistopuolue en tavoitteiden ytimessä💛!  #helsinki #espoo #vantaa #tampere #turku #MRL #vaalit","30-39","female"
"157","”Ilmastonmuutos ja luonnon monimuotoisuus liittyvät aina toisiinsa. Hyvät ympäristöteot ova myös terveystekoja. Talouden toiminnan suurimmat riskit liittyvät ympäristöön, ilmastoon. On olemassa ratkaisuja! ” @LiisaRohweder @WWFSuomi @Marttaliitto #martat #kohtuullisuus #kestävä https://t.co/XMaYIZJIqo",">=40","female"
"158","❗️ Kaupallisen tupakan vaikutukset ympäristöön ovat yhtä tuhoisat kuin kansanterveyteen. Eilen vietettiin #MaanPäivä'ä, asia on tärkeä joka päivä. #tupakka #ympäristö #ilmastokriisi #ilmastonmuutos #kansanterveys https://t.co/33Ly94QXUR","30-39","male"
"159",".@WHO aloittaa aiheeseen #ilmastonmuutos ja #terveys keskittyvän yhteistyön @LSHTM_Planet kanssa. Tavoitteena tunnistaa ilmastonmuutoksen ja siihen liittyvien poliittisten päätösten vaikutukset terveyteen. https://t.co/drIKxUkguB",">=40","male"
"160","Ilmastoahdistus vie nuorilta aikuisilta yöunet ja altistaa mielenterveyden ongelmille

https://t.co/pmg9FbCrGD

#ilmastonmuutos #mielenterveys #ilmastokriisi #tulevaisuus",">=40","male"
"161","Tuuppausta oikeaan suuntaan, joka on mahdollista valita #terveystieto #ihmisenkäyttäytyminen #käyttäytymismallit #ilmastonmuutos #kestävätulevaisuus  #kotitalous #kuluttajuus https://t.co/xzeLFu1qZL","19-29","female"
"162","Suomessa nuorten aikuisten ilmastoahdistuksella voimakkain yhteys mielenterveyteen https://t.co/HF4S7FOVrp 
#Ilmastoahdistus #Nuoriaikuinen #Mielenterveys #Ilmastonmuutos 
@helsinkiuni @Vastuullisuus",">=40","male"
"163","Sitä miettii, että kaikki toimet joilla Suomen valtion luottoluokitus nousee takaisin AAA-sarjaan ovat nyt tarpeen.

#terveys #ilmastonmuutos #talous #politiikka #johtajuus #Suomi2040",">=40","male"
"164","Ilmastonmuutos ja pandemiat ovat merkittävä uhka väestön terveydelle nyt ja tulevaisuudessa, huomauttaa Seppo Koskinen @THLorg 

#kestäväkehitys #agenda2030 #nuoret #mielenterveys #osallisuus #hyvinvointi #ilmastonmuutos #pandemia #korona","<=18","female"
"165","Ilmastonmuutoksen torjunta on vuosisadan suurin terveysmahdollisuus. UN @globalcompact on julkaissut oppaan, joka tarjoaa käytännön neuvoja siihen, miten yritykset voivat tuottaa ilmaston ja terveyden yhteisvaikutuksia. Lue lisää: https://t.co/R5eY3yGZOy

#ilmastonmuutos #terveys",">=40","male"
"166","Asuntojen #ylilämpeneminen on merkittävä #terveysriski tulevaisuuden lämpenevässä #ilmasto’ssa. #Aurinkosuojaus ja #ikkunatuuletus havaittiin tehokkaiksi keinoiksi laskea huonelämpötilaa.
 
Lue lisää: https://t.co/dzs9GVwP8E
 
#helle #kuumuus #ilmastonmuutos @AaltoUniversity https://t.co/edWqmrCFZE",">=40","male"
"167","Arkkitehti, tekniikan tohtori @HautajarviH  kiteyttää ylimitoitetun täydennysrakentamisen ongelmia. 
https://t.co/dmHx0ypFi9
#helsinki #espoo #vantaa #tampere #arkkitehtuuri #estetiikka #hyvinvointi #mielenterveys #ilmastonmuutos #kaavoitus #vaalit #kuntavaalit #ympäristöpuolue",">=40","male"
"168","Ilmastonmuutos vaikuttaa meidän kaikkien hengitysterveyteen, mutta erityisesti #astma sairastavien oireisiin ja elämänlaatuun. Suomessa astmaa sairastaa yli 10% väestöstä ja astman kaltaista oirekuvaa vielä useampi. #ilmastonmuutos torjuminen on #terveysteko! #WorldAsthmaDay https://t.co/NlOYiszfVN",">=40","female"
"169","Ilmastotekojen ei tarvitse aina olla suuria. Myös pienemmillä valinnoilla voi edistää luonnon monimuotoisuutta ympärillämme.

Katso vinkit verkkosivuillamme: https://t.co/5XDcYxt5Hf
#ilmastonmuutos #hengitysterveys #ilmastonlämpeneminen https://t.co/KDuIFt66dE",">=40","male"
"170","Sosiaali- ja terveysministeriön ilmastonmuutokseen sopeutumisen suunnitelman esittely 25.5.2021 klo 12-13 @Pmerilai @THLorg   #tiistaiseminaarit seminaarisarjassa 
#ilmastonmuutos #sopeutuminen #ympäristöterveys
https://t.co/wkfHF9HVtA","30-39","female"
"171","Jos haluat lukea tai kuunnella aiheesta lisää, #suosittelen seuraavia #RistoIsomäki-kirjoja 📚
☑️Ruoka #ilmasto ja #terveys 2021
☑️Mitä koronapandemian jälkeen 2020
☑️Miten Suomi pysäyttää #ilmastonmuutos'ksen 2019
Nämä ovat saatavissa #Turku #kirjasto'sta lyhyellä odottelulla! https://t.co/4EBrqjkcg9",">=40","female"
"172","@MiPelt @JoonasKiviranta Siinä sanotaan, että ilmastonmuutos muuttaa suhdettamme lajeihin, terveyteen ja riskiin saada infektioita. Siinä ei kerrota miten suhde, terveys tai riski muuttuu. COVID-19 osalta ainoastaan todetaan, että tieteellinen näyttö siltä osin puuttuu. THL odottaa kesän parantavan.",">=40","male"
"173","Kehitysyhteistyötä tarvitaan nyt enemmän kuin koskaan, kun terveyskriisit ja ilmastonmuutos uhkaavat haavoittuvimmassa asemassa olevia ihmisiä. Suomi kuitenkin ”nipistää” 35 miljoonaa euroa kehitysyhteistyöstä. Vaikutukset ovat valtavat. 

#tuntuvanipistys #eiköyhimmiltä https://t.co/jxdNEZbfRo","30-39","male"
"174","@panulaturi @jussisaramo Ongelmana on erityisesti todistusvalinnan ohjaavuus: yht.oppia, mantsaa, filosofiaa, terveystietoa, lyhyitä vieraita kieliä ja taideaineita ei enää valita. Hyvästi laaja-alainen yleissivistys! Niitä tarvitsisiin tulevaisuuden ongelmien ratkaisuissa. #luontokato #ilmastonmuutos",">=40","female"
"175","@BetaCommando @elisahyvarinen Kerroin jo teille että tervetuloa twitteriin, eikun penkomaan. Siellä suurimmat ilmastonmuutos ja transaktivistit joka toinen viikko valittaa ku mielenterveyspragaa. Voin tägätä tähän porukkaa jos haluat todisteita? Niin herra psykologi saa rauhan sielulleen.",">=40","male"
"176","Korona tai ilmastonmuutos. Pelolla kansan hallintaa,uhraamista ja alistamista, jota myös Suomessa vihervasemmisto, Marinin hallitus toteuttaa, valtamedia äänitorvenaan. Pelolla hallinalla on myös pitkäkantoisia seurauksia kasvavina mielenterveysongelmina.

https://t.co/NEB1zcKlWZ https://t.co/TtCIOKiOjc",">=40","female"
"177","@luontoliitto @MarinSanna @niinisto @mielenterveys Ilmastonmuutos on luonnon oma asia. Hiilidioksidivalheet eivät enää toimi.
Pariisin sopimus https://t.co/GCTeVVPFUx
Vesijakso https://t.co/vrFImLHpFC
Minijääkausi https://t.co/WzK6M1yRIY https://t.co/gjDd74MxKO",">=40","male"
"178","Mustan hiilen päästöjen vähentäminen auttaa hillitsemään ilmastonmuutosta koko maapallolla ja erityisesti arktisella alueella. Päästöjen vähentäminen tuo myös terveyshyötyjä. Lue lisää SYKEn Policy Briefistä: https://t.co/GhAWdlML77 #MustaHiili #Ilmastonmuutos #ArktinenNeuvosto","<=18","male"
"179","No nyt on kyseessä sellainen julkaisu, joka ehdottomasti päätyy lukulistalle; Sosiaali- ja terveysministeriön ilmastonmuutokseen sopeutumisen suunnitelma (2021–2031). #ilmastonmuutos #terveydensuojelu #ympäristöterveys @STM_Uutiset
 https://t.co/5eZWWGe7m5","30-39","female"
"180","Ilmastonmuutos muuttaa myös työympäristöjä. Kylmyys, kuumuus, tuuli ja sade haastavat monissa ammateissa. @tyoterveys'laitoksen Fysiologian laboratoriossa tehdään tutkimusta työkyvyn, työturvallisuuden, palautumisen ja jaksamisen hyväksi. 👉 https://t.co/hx5t8vGKbk #tttv21 https://t.co/km6VNz9YLG","19-29","male"
"181","Ilmastonmuutos vaikuttaa terveyteen myös Suomessa. Tänään julkaistu sosiaali- ja terveysministeriön sopeutumissuunnitelma on tärkeä askel pyrittäessä ehkäisemään terveyshaitat. https://t.co/JB7lgvu0CX",">=40","male"
"182","Käynnissä mielenkiintoinen #THLorg webinaari ilmastonmuutoksen vaikutuksista terveyteen. Ilmastonmuutos lisää terveyden osalta sopeutumistarvetta. Valitettavasti henk.koht vaikutukset huomannut mm. punkkien lisääntymisessä omalla alueella  #hyvinvointi #terveys #ilmastonmuutos",">=40","female"
"183","Ohisalo:
-ydiaseuhka
- ilmastonmuutos
- vähemmistöt
Nuorten mielenterveysongelmat,ei ne edellisiin mitenkään tietty","<=18","male"
"184","@airasjarvi Seuraavaksi terveyskeskukset suljetaan koska ilmastonmuutos on rajussa muuttumisvaiheessa. Eikä rasismiakaan voi unohtaa.","<=18","male"
"185","Ilmastonmuutos on terveysriski, mutta sen vaikutukset etenkin mielenterveyteen jätetään usein huomiotta, sanovat brittitutkijat. https://t.co/CiH4XVHSFF","<=18","female"
"186","@STYorg Rakennuslehti: tuulivoimasta tulee Suomen vihatuin energiamuoto, jos tuulivoimaloiden lupakäytännössä oikaistaan, terveysvaikutukset jätetään selvittämättä.
Saksan kokemukset https://t.co/FBPRJjj2Fx
Katso myös Ilmastonmuutos https://t.co/vrFImLHpFC https://t.co/2kkpPGfUIk",">=40","male"
"187","@yleuutiset Rakennuslehti: tuulivoimasta tulee Suomen vihatuin energiamuoto, jos tuulivoimaloiden lupakäytännössä oikaistaan, terveysvaikutukset jätetään selvittämättä.
Saksan kokemukset https://t.co/FBPRJjj2Fx
Katso myös Ilmastonmuutos https://t.co/vrFImLHpFC https://t.co/fimg8ir9wS",">=40","male"
