,screen_name,location,created_at,text,age,gender,is_org
70,44db009cb44c26cbbfc88c5b5a6e2fe300be2627a18852b9a39eb1a3c9ac65e5,,2021-05-18 08:00:01+00:00,"Poiché il cambiamento climatico ha un impatto sulla salute respiratoria, è nostro dovere ridurre la nostra produzione di #carbonio per un futuro più green. Ci auguriamo che altre aziende del settore si uniscano per dare la priorità a #ActionOverWord: https://t.co/HSTY5sh4SD https://t.co/zAM6tvu2nI",>=40,male,is-org
71,a2ca6fb89b93b2aecfb2a57d35571973c9d6e16e5793fab9b8107bc14cb18e1c,,2021-05-18 07:17:37+00:00,"Non è un problema solo per il mare, ma anche per il clima e la nostra salute: la plastica infatti è prodotta a partire da petrolio e gas fossile, e contribuisce al cambiamento climatico durante tutto il suo ciclo di vita, dalla produzione all’incenerimento.",30-39,male,non-org
72,44db009cb44c26cbbfc88c5b5a6e2fe300be2627a18852b9a39eb1a3c9ac65e5,,2021-05-17 13:00:01+00:00,"Poiché il cambiamento climatico ha un impatto sulla salute respiratoria, è nostro dovere ridurre la produzione di #carbonio per un futuro più 'green' e più sano. Ci auguriamo che altre aziende del settore si uniscano per dare priorità a #ActionOverWords: https://t.co/HSTY5sh4SD https://t.co/9y8NuaOZE2",>=40,male,is-org
73,bc72500ff888a232a76b1c844a6fa7cf3aac470c4053294f781897ac934ad269,🌍 ,2021-06-07 07:49:59+00:00,"tranquillità. Prosegue con ""a meno di non volersi avventurare in una rivoluzione di sistema"". Certo perchè la cosa importante per Stagnaro&amp;Testa non è ne il cambiamento climatico, ne l'indipendenza energetica, ne la salute pubblica, ... il punto è non modificare lo status quo.",30-39,female,is-org
74,b51ff604e8506a657d6e45f55abb633b7fa95ddae0eb3215cc2a58be8636ba2a,Liguria,2021-06-05 10:00:31+00:00,"#ClimateChange #SaveThePlanet #Noncèpiutempo #Ambiente #Animali #Salute #Inquinamento e cambiamento climatico, allarme a #Istanbul: il mar di #Marmara è invaso dalla mucillagine
https://t.co/RBhs0IeKrJ",>=40,female,non-org
75,6787025a2b9b513fa8999f136d1223a457ec01d23d2a532c9bd9537a596361b7,"Brussels, Belgium",2021-06-05 09:37:41+00:00,"🔵""L'Europa è determinata a prendersi cura della salute del pianeta. Stiamo guidando la lotta al cambiamento climatico, ma da soli non possiamo farcela. 

È necessaria un'azione globale urgente per contrastare l’emergenza ambientale""@EP_President #giornatamondialedellambiente https://t.co/Ga3SxAthVw",>=40,male,is-org
76,6787025a2b9b513fa8999f136d1223a457ec01d23d2a532c9bd9537a596361b7,"Brussels, Belgium",2021-06-05 09:22:23+00:00,"Oggi è la #giornatamondialedellambiente 
la lotta al cambiamento climatico è la chiave per riportare in salute l’ecosistema e salvare il nostro pianeta🌍
Scopri cosa sta facendo il Parlamento per raggiungere la neutralità climatica in Europa🇪🇺per il 2050⤵️
https://t.co/2nYe3Vc9Mu https://t.co/yIaG1Ma0FC",>=40,male,is-org
77,30b9cc52db2a8d08ec6b0870995380cf0a96b0f4d5417920c579cbf1bb8ea66d,Roma,2021-06-05 08:56:06+00:00,"🔵”L’Europa è in prima linea nel proteggere la salute del nostro pianeta. 
Stiamo guidando la battaglia contro il cambiamento climatico ma non possiamo farlo da soli. 
È necessaria un’azione immediata a livello globale per far fronte a questa emergenza” @EP_President Sassoli https://t.co/ZJa2feHTPs",>=40,male,is-org
78,91eee4f7cf67eb4d84c7afbe1ebac5cd1b18488d6f42ec19d1c914c64791bc45,"Milano, Via Errico Petrella 19",2021-06-05 06:57:40+00:00,"🔹l'erosione del suolo mette a rischio la salute, i mezzi di sussistenza e la sicurezza di moltissime persone;
🔹il cambiamento climatico sta accelerando questi processi; l'impatto sull'ambiente montano è particolarmente evidente.

#giornatamondialedellambiente 

[3/4]",>=40,male,is-org
79,9553d010ea8edea40a3cc0bd458ac4b837f06a691979bf2b8c607fead2fae58b,"Rieti, Lazio",2021-06-03 17:05:34+00:00,"style=-font-family: tahoma; font-size: 11pt; text-align: justify;--&gt;Takeda si impegna a garantire una salute migliore per le persone e un futuro più luminoso per il mondo: proteggere il Pianeta, quando gli effetti del cambiamento climatico… https://t.co/j8HUhgXgj2 #rieti #news https://t.co/VrtHrH2B7l",30-39,male,non-org
80,04890d85f6cb54b8c8b48e49cd4fb438abee60ffe226fb9c5585cbc8de140054,,2021-05-31 13:39:55+00:00,"La Ocean Race Europe è un evento velistico tutto nuovo: raccogliendo l'eredità della storica Ocean Race, ha come scopo la sensibilizzazione al cambiamento climatico e a prendersi cura della salute degli oceani. ⛵️🌊💙

#TheOceanRaceEurope https://t.co/FBzdY13CfP",>=40,male,is-org
81,b43c69882a8fef5f4327ad3c0711d1223a767bbfcbb83d81fe59cf08e9a01b2b,,2021-06-13 10:00:39+00:00,"Le molecole organiche risultano una risorsa cruciale per le #tecnologiequantistiche, grazie alla loro versatilità e riproducibilità, con possibili applicazioni in campo medico e ambientale.➡️ https://t.co/gNL0K1vTTu
#cambiamentoclimatico #fisica #molecoleorganiche #saluteglobale https://t.co/DuuTsJ5bIR",>=40,male,is-org
82,354981e8e6d1d0678f59b7fd7c5915c929756eff01c18833bc99307c0a0a80a3,"Piemonte, Torino",2021-06-13 09:13:28+00:00,"@citytaxitorinoImplementare il sistema del verde significa tutelare la salute dei cittadini, migliorare la qualità della vita e mitigare gli impatti del cambiamento climatico. #TorinoVivibile #CittàDelFuturo 

🌍 https://t.co/MfJwhVy1fS https://t.co/wUxsyP2IR4",>=40,male,non-org
83,ad29b755e26c46052f192dfc72a1a7b08237164b510ce64db2d607834c3b133b,,2021-06-13 09:07:48+00:00,"RT twitorino ""Implementare il sistema del verde significa tutelare la salute dei cittadini, migliorare la qualità della vita e mitigare gli impatti del cambiamento climatico. #TorinoVivibile #CittàDelFuturo 

🌍 https://t.co/Eczbs22xWp https://t.co/anzVPJmcyW""",>=40,male,non-org
84,16a9fe3111af4d2a1e2322bf7cf05c8ead62c1a153ee8bfa14b05bdd8b5feb55,Torino,2021-06-13 08:46:00+00:00,"Implementare il sistema del verde significa tutelare la salute dei cittadini, migliorare la qualità della vita e mitigare gli impatti del cambiamento climatico. #TorinoVivibile #CittàDelFuturo 

🌍 https://t.co/Fvn85U5fPW https://t.co/7jDRUptdjv",>=40,male,is-org
85,39e0c8fb37bad78a2ec750cc255428f7959259068f5d49f658ef0551eb1556b7,"Frascati, Italy",2021-06-11 17:00:29+00:00,"Gli #EarthExplorer dimostrano nuove tecnologie spaziali e forniscono risposte a domande scientifiche chiave, per aiutare ad affrontare future questioni sociali come disponibilità di cibo, acqua, energia e risorse , salute e cambiamento climatico. #EarthExplorer #ESA #EO https://t.co/07bhJSraFd",>=40,male,is-org
86,d6d1c64e5d350c5df32ea3243be77e6965d97741876f1c074876760b4b3e1720,,2021-06-10 07:50:01+00:00,"Stress, pandemia, ma non solo. Uno studio dell’Imperial College conferma l'impatto del cambiamento climatico sulla #salutementale 🧠 @rinnovabiliit 

#Fenascop 

https://t.co/RLlYKebDvW",19-29,male,is-org
87,caed83a250939c6f2c1816528ad4665e5f27de8ac7023eaff572821c6f4a8ed0,"Sicilia, Italia",2021-06-09 12:23:21+00:00,"Università di Catania e Croce Rossa Italiana si alleano per promuovere la corretta informazione sui temi del cambiamento climatico globale, della salute, delle questioni sociali e dei giovani. @crocerossa @uni_ct #unitaliacheaiuta https://t.co/ui1eUFrLpr",>=40,male,is-org
88,2eb0b1eca2b0316f33f95fcca32a1fa71ce86bd2922be41e371cc9db04760385,Madonna di Campiglio,2021-06-08 11:01:39+00:00,"Servono maggiori equilibri e consapevolezze. Salute marina e cambiamento climatico sono strettamente interconnessi. Il nostro intento futuro: ridurre l'uso della plastica monouso in montagna. 
#madonnadicampiglio #giornatamondialedeglioceani #WorldOceanDay

📸 by A. Giacometti https://t.co/sIcyPUdIh1",>=40,male,is-org
89,58c7a7bb794987d2135c3d5a5a69741e7c811921987d60bb29a2c3b541001015,"Bologna, IT & San Francisco, CA",2021-06-08 07:41:28+00:00,"#Plastica, inquinamento, cambiamento climatico e sfruttamento indiscriminato delle risorse ittiche, è allarme per la salute degli #oceani.🌊 
https://t.co/TQMMSdWd6Y @HuffPostItalia @degirolamoa
#WorldOceansDay #giornatamondialedeglioceani",<=18,male,is-org
90,bc72500ff888a232a76b1c844a6fa7cf3aac470c4053294f781897ac934ad269,🌍 ,2021-06-22 21:50:30+00:00,@jacopogiliberto @Maximix1970 Sempre metodo price gap . È un modo di leggere il fenomeno Jacopo. Non l’unico. Sia stime OECD che diversi analisti calcolano nei sussidi altre cose rispetto a quello che fa IEA. IMF calcola 5.3T$ (includendo danni alla salute pubblica e danni da cambiamento climatico)...,30-39,female,is-org
91,9b73d8f1cbe023493924712bd54afc6695623567a72d9eebe6e0885830e29c85,"Reggio Calabria, Calabria",2021-06-21 17:21:50+00:00,"Vi aspettiamo domani 22 giugno 2021 alle ore 17,00 per discutere di Ambiente, Cambiamento climatico, Salute ed Economia e Giustizia sociale. Facciamo sentire la voce dei cittadini europei nella #ConferenzasulfuturodellEuropa. #TheFutureIsYours https://t.co/c5w85BH02o",>=40,male,is-org
92,f20ecee4e54d36251c3a9a4b3b6eb61ca3d0bf2788195e867fd284dd7d803068,"ITALY, Piedmont",2021-06-19 10:35:35+00:00,"Uno studio svela quante persone muoiono a causa dei cambiamenti climatici | Italia che cambia https://t.co/EmhyCQwDyj 
Al momento, questo studio rappresenta la più ampia ricerca che abbia mai indagato gli impatti sulla salute del cambiamento climatico.",>=40,male,non-org
93,d9466a8b154b2b7ceb0aa26bfdcb1cda9afe2baa005f396273017f3ff43f0a1d,,2021-06-28 09:20:05+00:00,"La campagna di disinformazione delle aziende petrolifere sul cambiamento climatico segue le orme di quella dei produttori di sigarette sugli effetti del fumo sulla salute. Via @valigiablu
https://t.co/n8JOPlZe2n",19-29,male,non-org
94,9987982530ea357d8f52355d968d67087f2811652bcf362db0bf2fa2d2367581,"Braccio di Orione, Via lattea.",2021-06-26 17:11:06+00:00,"Secondo i climatologi, sembra esserci stato un aumento di polvere nel XX secolo, dovuto per metà al cambiamento climatico e metà alla variazione dell'impiego del territorio della regione del Sahara.

Questo aumento è rilevante sia per la salute, sia per il clima.",<=18,male,non-org
95,f2c0f3b4d1a9f210ecacfe12938856c8ad5d902495d0ca94e058fb0f555eb450,,2021-07-05 16:09:23+00:00,La minestra di orzo e farro che fa bene alla salute (e che il cambiamento climatico mette a rischio) - https://t.co/nZh5kqVZfz https://t.co/GW9MrgGZot,>=40,male,is-org
96,87e8b5bec26616047a2da7ea3c66580507f04f5f08b9db21028d7a5a19224873,Italy,2021-07-03 17:00:01+00:00,"Con il suono simile a un cuore che batte, gli alberi ci parlano; ci informano sul loro stato di salute, sono le sentinelle nella lotta contro il cambiamento climatico. Un ciclo di #Tresoldi per imparare ad ascoltarli, un podcast per conoscere il bosco, qui https://t.co/egj94e5JvJ https://t.co/BJ2bJkUT76",<=18,male,is-org
97,06dd928a29796a8381b6d5e8e0ec51c89d90c0b1501653931f0a36245587c929,,,,>=40,male,is-org
98,b51ff604e8506a657d6e45f55abb633b7fa95ddae0eb3215cc2a58be8636ba2a,Liguria,2021-07-02 17:10:49+00:00,"@MiTE_IT #Italia #Ambiente #Clima #Animali #Salute #ClimateChange #SaveThePlanet #Noncèpiutempo #BastaAllevamenti #Convertitevi #GoVegan 
Cambiamento climatico fondi #UE non hanno ridotto emissioni dell #agricoltura La denuncia della Corte dei Conti Ue https://t.co/cHFLgj0U8p",>=40,female,non-org
99,63d0711b8bcd6aff9c437ac72b52039e764f2882b43611f349b7af0dbfed05c5,"Roma, Italia",2021-07-12 17:04:16+00:00,Cinema: scelti finalisti premio Ifad/Copeam a Sicilymovie. Cambiamento climatico e salute ecosistema i temi principali | #ANSA https://t.co/1k42BPWRQo,>=40,male,is-org
100,51072c125a0b363ac2187a15bcf3c9927a9e41175ae115f4e1fd481b6bc10e9a,Sardigna,2021-07-17 02:55:10+00:00,per spingere la classe politica ad agire relativamente al cambiamento climatico che cosa dobbiamo fare?? in un mondo normale una persona non arriva a testimoniare un livello di noncuranza tale da far pensare che solo minacciando la loro salute fisica si possano ottenere risultati,<=18,male,non-org
101,b448f521e9488383a12be8b9de5254516ce0a1a8a3c54373085a3ee25818173d,Roma,2021-07-16 20:05:55+00:00,Pandemia e cambiamento climatico. due emergenze (forse collegate) che impongono la ricerca di nuovi modelli di sviluppo sostenibile. https://t.co/vkm7U2Z1fZ L'editoriale di @GEliaValori @AdolfoTasinato @MiTE_IT @MinisteroSalute https://t.co/8vVe9W7hTp,>=40,male,is-org
102,b51ff604e8506a657d6e45f55abb633b7fa95ddae0eb3215cc2a58be8636ba2a,Liguria,2021-07-15 16:28:45+00:00,"#Eu #Italia #Mondo #ClimateChange #SaveThePlanet #Noncèpiutempo #Ambiente #Animali #Clima #Salute #BastaAllevamenti #BastaDeforestazioni 
#GoVegan #BastaCemento #IndustrieBastaInquinamento
#Alluvioni in #Germania decine di morti   #cambiamento #climatico https://t.co/kc5mC0ndWd",>=40,female,non-org
103,36c3e5e071af214c4c771be6f5985346cf7ab227a0527f61bbb3df7611cbfa04,,2021-07-19 16:47:47+00:00,"@_christiania_ @udogumpel Oltre l'ultima performance c'è anche la prossima gestione della pandemia in NRW, senza basi su scienza o salute pubblica. Poi l'assoluta mancanza di strategia sul tema cambiamento climatico. Temo che la CDU in ogni caso abbia elettori più o meno fissi, a cui non importa nulla.",>=40,female,non-org
104,68873722db29647a7abc1aa37ba89c3b69dffe99b098ad5ad0567bc6b60875ac,,2021-07-23 21:28:38+00:00,Che cos'è la solastalgia (e in che modo il cambiamento climatico sta compromettendo la nostra salute mentale). https://t.co/UH0iGniL56,19-29,male,non-org
105,c48ef682a3ca18072c44651bdb78bcbf41bab9ee20392a6e5307079a559fe5d9,Padova,2021-07-22 12:00:02+00:00,"🌎🌱A Napoli #G20 su clima, ambiente e salute. 
Tra i temi, il contrasto al cambiamento climatico, l'accelerazione della transizione ecologica, la  ripartenza sostenibile e inclusiva.  
L'articolo di @ArpaCampania su @SNPAmbiente 👉https://t.co/G5IhNoE9bK
#G20Italy @MiTE_IT",>=40,male,is-org
106,0d6adabdfde458bfbf87b3e57007ae070ddb14db7fd5b5ec374d397d6fdbf2c0,Italia,2021-08-03 17:38:02+00:00,"Salute mentale e fisica, i problemi che derivano dal cambiamento climatico. Di @GEliavalori. 
#Clima #Salute #ambiente @Stefreelance @ademofonti @FabioVanorio @ikaloup @IlariaColombo1 @paganett @PecoraroScanio @atanor7 @giornali_it @ItalianPolitics @paoloigna1 @rosanna_vespoli https://t.co/iGZ59RdKs6 https://t.co/F9aLX9byjO",>=40,male,non-org
107,00dce4a16c2802cb7966c5114419f099e721886802d1d7c38bbb435c1761467e,,2021-08-02 16:38:12+00:00,Tutti i problemi del cambiamento climatico sulla salute fisica e mentale https://t.co/gA1rXNWr6a,>=40,male,non-org
108,6491543c75394029fe236fd1a71319128c84111831d1c1532b6e2a04a38dba26,,2021-08-02 11:51:43+00:00,"«L’istruzione femminile migliora la salute pubblica, mitiga il cambiamento climatico, aumenta la pace e promuove la crescita economica».
#malalayousafzai @ Global Education Summit

Più di 130 milioni di bambine non vanno a scuola.

https://t.co/spUhdJRUBT",30-39,female,non-org
109,3a180c8b562737aa927d46216cf4cb36607f1e875414b25aa7943f3d83deab5c,Palermo,2021-08-08 08:31:28+00:00,"@eccoda Sì sì, e si parla di salute e di morti quindi una cosa molto tangibile, figuriamoci quando ci sarà da far capire realmente alle persone il cambiamento climatico o i danni dell'inquinamento. Ci sarà da strapparsi gli occhi",<=18,male,non-org
110,cadfe3d811c34231d2d62cdffd263cc4d32219144e5e604e681eaee964b1d5a4,ROMA,2021-08-05 22:33:41+00:00,Tutti i problemi del cambiamento climatico sulla salute fisica e mentale https://t.co/djQwnDG917,>=40,male,non-org
111,defd83524def9f9c9d2167fbcd91a317b09fa5b573124a8da1bfae1c147ec928,Roma,2021-08-11 14:52:59+00:00,"A chi importa del cambiamento climatico⁉️
👉https://t.co/ViltJD9vGU
#inquinamento #temperature #clima #Terra #salute #life https://t.co/h1G54cbknV",30-39,female,non-org
112,740792c21b3130a6021d46f90bf62734d419e0511d153dbe4d8a9c3fd0b49d34,,2021-08-11 12:58:28+00:00,"@wildflowerire Ma se la gente non crede agli esperti neanche quando si tratta di salute, con i vaccini, figurati se sto ebeti possono credere agli esperti per il cambiamento climatico",<=18,female,non-org
113,4f84993f927cac31b6778dd92e79007af72703b17b19089c588251b8f853f041,,2021-08-11 11:39:17+00:00,"Se per le misure di contenimento di un virus per preservare la salute collettiva c’è tutta questa avversione, non osiamo immaginare quando saranno necessari provvedimenti contro il cambiamento climatico e per preservare il clima. #divulgazione #scienza #società",>=40,male,is-org
114,c8c8726e943a20044c83c350d6bcaaaea69635f3d40c3a68d693a48b25e3c73f,,2021-08-13 09:36:50+00:00,"🌪 Il cambiamento climatico è una reale minaccia per la nostra salute.

Vediamo perché, come possiamo contrastare i danni, quali precauzioni prendere.

Leggi la nostra scheda al link 👉 https://t.co/K55s3WYKcH https://t.co/gcPNK9Ews7",30-39,female,non-org
115,713055ddca7bc11274a31aa124aa5d4ff355164606acc326272c15f3d7821603,Roma,2021-08-13 08:24:15+00:00,"@RobVicaretti Confesso che mi sono perso tra tutti i benaltrismi di questa intervista, manca solo aver rivendicato la lotta alla fame nel mondo e al cambiamento climatico. Troppe cose si dovrebbero fare: ma perché opporsi a quella subito disponibile a tutela della salute (anche) nel lavoro?",>=40,male,non-org
116,24a0aedddbc7d3e45b34f2199b2ba90986c57dcc9c80d6d97a97f5d7824ee985,Novembre 2019,2021-08-12 15:35:08+00:00,"@NicolaPelleg89 @ilabassani @AliceIsAway @Cartabellotta Bro, uno può pure dirmi che uno non accetta il rischio di dover faticare per fare la raccolta differenziata e il rischio di cambiamento climatico sì, non è che mi metto ad ascoltarlo.

Una cosa è se pensi che il rischio per la salute non sia così alto, un'altra se te ne freghi.",<=18,male,non-org
117,b3167b3308b70c82c4fa5ab7e46bceef60233c18b3808d56b6b66abe553019aa,Provincia del Kwango - RDC,2021-08-21 13:15:04+00:00,"La dottoressa Chiara Castellani ci porta fra le strade sabbiose di Kenge durante la stagione secca. Gli effetti del cambiamento climatico sono visibili  anche nel Kwango, si attende la pioggia.
#chiaracastellani #dirittoallasalute #insiemeachiaracastellani https://t.co/yaCdtSbfeo",>=40,female,is-org
118,b7ff85b23b2e9cdcb04ec072be9f4f78682ea0711c9865e4c2a1c34789382fef,Ovunque,2021-08-20 13:54:52+00:00,"""Il legame tra cambiamento climatico, salute e povertà"" (Cheryl Holder | TEDMED 2020) https://t.co/7gF1aFivWK via @TEDTalks 
- Sottotitoli in italiano

#CambiamentoClimatico #Umanità #Economia",>=40,male,is-org
119,5e628b146c1c929ab30b78a4e49c22e2eb7f50b44470c35792ea2b25ee0f8c55,,2021-08-18 09:00:01+00:00,"Il cambiamento climatico ce sta a fa sbroccà de capoccia.
Volemo fa quarcosa o preferimo fa rosolà er Pianeta Tera come un pollo allo spiedo?
https://t.co/AnRNNHcIj1
(@MiTE_IT )
(@MinisteroSalute )
#cambiamentoclimatico
#Psicologia 
#Psichiatria",>=40,male,non-org
120,2cab018a40dd331131bb54a3010cfec6ac0f8930fcac703d64845b39ed64cf50,Roma,2021-08-24 09:00:01+00:00,"Molte le evidenze dei danni del cambiamento climatico sulla salute mentale
Le politiche non devono ignorare questo aspetto e  l'azione individuale contro il #climatechange  deve essere immediata, globale e consistente.
https://t.co/INUQpyl9oP
(@EUClimateAction )
#MyWorldOurPlanet",>=40,male,non-org
121,ffdc5f51f4c8080211002de5f411537486458baf7781e6443ee685c7438a1230,Italia,2021-08-22 10:39:25+00:00,"Secondo un rapporto dell’UNICEFi, i giovani che vivono nella Repubblica Centrafricana, nel Ciad, in Nigeria, in Guinea e nella Guinea-Bissau sono quelli maggiormente a rischio per gli impatti del cambiamento climatico, che minacciano la loro salute…
https://t.co/7vWwML7Joe",>=40,male,is-org
122,79b6f524705095c88a810e75dbe0d46145870602d2b63c6a1931a540f087b8d3,,2021-09-02 12:54:35+00:00,"-perché oscurare la realtà dei fatti (della catastrofe naturale all’impatto ambientale, dal cambiamento climatico alla crescita della disuguaglianza sociale, dall’effetto sulla salute pubblica alla lotta per le  risorse -perché tutto è collegato-), posticipare-",<=18,female,non-org
123,be00fa4aa18b0edf021e33073f213f0962b3c65c59dbc54bb8f6be6d20868745,Milano,2021-09-01 20:07:05+00:00,La lotta per il clima può abbattere anche le disuguaglianze e portare enormi benefici di salute: un editoriali di Fabrizio Bianchi su il @DomaniGiornale. @PazzoPerDomani #CambiamentoClimatico #Salute https://t.co/ZAz5gEsH9b,>=40,male,non-org
124,3aa8cb46b1b41e3b1a49d867330a579033c013faf87968edfc4c195a1fa1e324,,2021-09-01 06:30:00+00:00,"Il legame tra cambiamento climatico e salute pubblica è troppo trascurato. Basta pensare all’aria più pulita, a diete più sane ma anche alla prevenzione dei fattori di rischio di malattie infettive, e quindi di altre pandemie.
#1settembre
https://t.co/nO1Q1in9z2",19-29,male,is-org
125,cc3886506094e03c1c38c72b91cb9e6741b25221cf8400e7da7fcf23ea5e5f53,,2021-08-31 15:02:34+00:00,"ll legame tra cambiamento climatico e salute pubblica è trascurato. Lavoriamo per sensibilizzare ə più giovanə. 2/2 

#DEARProgramme #ClimateOfChange #Peopleandplanet",>=40,male,is-org
126,5cfaaf91f1e5b8637d0d4f2e25d4256a0e7edec28681d93de815c2de391c2695,Europa,2021-09-09 11:57:16+00:00,"Il cambiamento climatico è la ""più grande minaccia per la salute pubblica globale"" https://t.co/hr244r89p0",>=40,male,is-org
127,01cd81cf4c6ff2106f492881ab9685041562ea7914a6ecbc2cc5075f6d52ac91,Napoli,2021-09-09 11:38:06+00:00,"|| NeWs.FlasH ||
News | Euronews RSS - Il cambiamento climatico è la ""più grande minaccia per la salute pubblica globale""
Un recente articolo pubblicato su oltre 200 riviste mediche accreditate avverte (o conferma?) l'annoso problema: le ondate di calore… https://t.co/dKcRMKTWe1",>=40,male,non-org
128,30b9cc52db2a8d08ec6b0870995380cf0a96b0f4d5417920c579cbf1bb8ea66d,Roma,2021-09-08 14:38:34+00:00,"🔛 Cambiamento climatico, ripresa economica e sociale, salute e diritti umani, ruolo globale dell'UE.
🔴🎙🇪🇺 Nel dibattito sullo stato dell'Unione europea,  gli eurodeputati esamineranno l'operato della Commissione sui temi che preoccupano i cittadini. 

#SOTEU 15.09 Strasburgo https://t.co/QUWvCLkfzv",>=40,male,is-org
129,b44dc6bd0ade50886424bfe33981022c44f8a00d71bba457e04c623c22338269,"Milano, Lombardia",2021-09-06 11:29:06+00:00,La salute circolare nell'appello ai leader mondiali lanciato in queste ore da oltre 200 riviste mediche in tutto il mondo. Obiettivo: chiedere un'azione contro il cambiamento climatico che protegga la salute dei cittadini. Qui il pezzo del Guardian https://t.co/AgLyn841zO #health,30-39,male,non-org
130,9ac871c9545e256cf3ec3aeb57b4014e0d5a4c17899b25a115a8e39a92df9e43,Italia,2021-09-06 10:31:24+00:00,Cambiamento climatico e crisi della biodiversità sono i più grandi pericoli per la salute dell'umanità - https://t.co/G3KNedG0Wl https://t.co/MXUN6pyJ8m,>=40,male,is-org
131,533f1dc41d699bfc0cc91c795d25f05339c0b288e4c532e4619c945105c1e2cd,Italia,2021-09-06 07:00:44+00:00,"Oltre 230 giornali di scienza e medicina di primo piano, inclusi Lancet e Journal of the American Medical Association, hanno pubblicato ieri un editoriale in cui hanno definito “il cambiamento climatico” come “la minaccia più grande per la salute pubblica globale”.",>=40,male,is-org
132,ace95e3e08231a093371bf2d3c156cf378929f441798ef99ea69f6212cecbc1c,Bologna,2021-09-05 14:45:32+00:00,"Abbiamo un nuovi video sul nostro canale EMERGENCY: Come incide il cambiamento climatico sulla nostra salute? | ""La cura"", il Festival 2021 di EMERGENCY https://t.co/dXq5bpCZ7i https://t.co/lMGBBeWrLq",>=40,male,is-org
133,31745bf135ecc9d4ec9eb885fc1dcf4fdcc4fb7345f35c65b2986b4b5a4d49b2,Italia,2021-09-05 13:51:10+00:00,"@StefanoSacchi @GuidoBrera No aspetta, se in val padana si riducono le emissioni da combustione domestica e traporti la popolazione locale ne beneficia immediatamente in termini di salute. Il tema del cambiamento climatico dovuto al surriscaldamento è parallelo, semmai complementare.",19-29,male,non-org
134,dc739e4a3201512392266107407830d08b1d8e91bfe93faa077e04f4918bec56,"Italy, HQ",2021-09-04 18:29:45+00:00,"Sarà @FerdinandoC a rispondere alla prossima “Domanda per pensare”: COME INCIDE IL CAMBIAMENTO CLIMATICO SULLA NOSTRA SALUTE?
Fra poco a #lacuraemergency https://t.co/b3qIIyUQas",>=40,male,is-org
135,dc739e4a3201512392266107407830d08b1d8e91bfe93faa077e04f4918bec56,"Italy, HQ",2021-09-03 18:14:18+00:00,"#Ambiente ""Cambiamento climatico è qui e ora. Cominciamo a pensare di occuparcene quando ormai è troppo tardi, come succede anche per i problemi di #salute a livello globale."" @marcocattaneo https://t.co/gN6eo7JYeM https://t.co/KdHMiR5QcG",>=40,male,is-org
136,e8ceb5fc3a6ed7291e0cadaedcc674fbd236e95a8eb9ffdfb5368b7bcf812dc6,"Roma, Lazio",2021-09-15 12:12:27+00:00,"La psiche, nella totalità dei processi consci o inconsci, si rivela attraverso l’immagine, il pensiero, e il linguaggio, all’interno dei fenomeni di gruppo e in relazione con l’#ambiente. Applicate questo al cambiamento climatico, periferie e metropoli. #salutementale",30-39,female,non-org
137,49bacccbec41198709ce2277dacd9294b0eb0d6b51948342b58f1b2d91c60da6,,2021-09-14 09:17:28+00:00,New post: clipSALUTE - Ecco quanto il cibo influisce sul cambiamento climatico Fonte https://t.co/eyq6evBUpF,>=40,male,non-org
138,d1440299b31a9fc4d56918e22fae4b687d499c6075ffb86649a287ce62557bcf,,2021-09-12 21:48:14+00:00,Le più importanti riviste mediche del mondo chiedono un’azione urgente contro il cambiamento climatico https://t.co/iQsrkW2xsd via @infosubmarine                               “la più grande minaccia di sempre alla salute pubblica.” !!!,>=40,male,non-org
139,30b9cc52db2a8d08ec6b0870995380cf0a96b0f4d5417920c579cbf1bb8ea66d,Roma,2021-09-11 12:08:00+00:00,"🔛Cambiamento climatico, ripresa economica e sociale, salute e diritti umani, ruolo globale dell'UE.
❗️🎙🇪🇺 Nel dibattito sullo stato dell'Unione europea,  gli eurodeputati esamineranno l'operato della Commissione sui temi che preoccupano i cittadini. 

#SOTEU 15.09 Strasburgo https://t.co/erkwgddtrN",>=40,male,is-org
140,e8ceb5fc3a6ed7291e0cadaedcc674fbd236e95a8eb9ffdfb5368b7bcf812dc6,"Roma, Lazio",2021-09-10 13:31:42+00:00,"Il tempo è galantuomo ma ora torniamo a parlare di cose davvero serie: cambiamento climatico, diritto alla #salutementale, e #Salariominimo 👇🏿👇🏿👇🏿👇🏿 https://t.co/qyvtmDnHun",30-39,female,non-org
141,ca4eae3d04ebd47049531e39c45109433545ecaacc5aa9daa57a1b6c59982271,"Rome, Italy",2021-09-10 07:14:49+00:00,"Il cambiamento climatico è la ""più grande minaccia per la salute pubblica globale"" #spaziotransnazionale informa https://t.co/LPEtSQkS9h",>=40,male,is-org
142,8ac70c44043568d8d547705badd390ddbcce8ec7b8890f4502bde1c8c0494418,"Roma, Lazio",2021-09-10 06:52:19+00:00,"Un recente articolo pubblicato su oltre 200 riviste mediche accreditate avverte che il cambiamento climatico è la ""più grande minaccia per la salute pubblica globale"". https://t.co/fmnMWMVoFA",30-39,male,non-org
143,59fea3abd900cc67a252e7fa5e0935cd409c9cd79d1363b0cea5dd92cd67193c,,2021-09-20 10:48:03+00:00,StateOfMind:“Ecofenotipo” climatico: quanto è influenzata la nostra salute mentale dai cambiamenti climatici? https://t.co/cY9E0Rk2xZ 59,<=18,male,non-org
